label,text
promo,"২০০৳ সুপার ক্যাশব্যাকে নাও ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/OwG5T3ub"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
promo,"দৃষ্টিনন্দন স্থাপত্যকলায় অনন্য, ডায়মন্ড ওয়ার্ল্ডের ""দ্য সিগনেচার"" শোরুমের উদ্বোধন হচ্ছে আজ বিকেল ৪টায়। আপনার সপরিবারে উপস্থিতি ও দোয়া আমাদের একান্ত কাম্য। প্রয়োজনে: ০১৭১৩১৯৯২৭০"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801713233245
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
promo,"৪০৳ ক্যাশব্যাক! ৪৬জিবি @৪৫৮৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ"
normal,"তোমার সামর্থ্য সীমাহীন, সামনে এগিয়ে যাও।"
smish,আপনার একাউন্ট ব্লক হয়ে যাবে। যোগাযোগ করুন ০১৭৮৯৭৬৫৪৩২১।
smish,"জনতা ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/JanataPrizeBot"
normal,আমি আমার বাড়িতে একটি বিশেষ স্থান রেখে আসতে পারি তা হল বোতামের জন্য।
promo,"ফুলঅন আড্ডা+ইন্টারনেটিং করতে ৬১জিবি+১০০০মি@৳৮৯৯,৩০দিন cutt.ly/LwEXIUPL"
smish,মেধাবী ছাত্রছাত্রীদের জন্য শিক্ষাবৃত্তির সুবিধা ও অভিজ্ঞ ডাক্তারের সাথে সরাসরি ফ্রি পরামর্শসহ বছরে ৳১৯০০০০ হেলথ কভারেজের সাথে হেলথ প্লাসের অন্যান্ন সুবিধা পেতে START RP লিখে পাঠিয়ে দিন 28477.
normal,শুভ আশুরা!
smish,আপনার ইনকাম ট্যাক্স ভেরিফাই করতে কল করুন +8801918899001
normal,"হাই, কি করছেন?"
normal,অন্যায় সহ্য করা তুলনামূলকভাবে সহজ; যেটা কঠিন সেটা হলো ন্যায্যবিচার। — এইচ. এল. মেনকেন
normal,০১৯২৭২৮৩৯৭৩ নাম্বারে টাকা পাঠান।
normal,আপনি কি চিন্তা করছেন?
normal,আত্মবিশ্বাস নিয়ে সামনে এগিয়ে যাও।
normal,তোমার পরিশ্রম সার্থক হবে।
promo,বোনাস সহ ২জিবি-৪০টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
normal,সাফল্যের জন্য তুমি যদি অন্যায়ের আশ্রয় নিয়ে থাকো তবে মনে রেখো তুমি সফল নও। — থমাস কার্লি
promo,অফারের ছড়াছড়ি! এখনই কিনুন ২০% ছাড়ে আপনার পছন্দের পোশাক। শুধু আজকের জন্য!
smish,আপনার ক্রেডিট কার্ডে অজানা একটি ট্রানজাকশন সনাক্ত করা হয়েছে। নিশ্চিতকরণের জন্য অনুগ্রহ করে এখানে লগইন করুন: http://bit.ly/CardSecure
normal,আমি যে জিনিসটি একটি বিশেষ লোক থেকে পেয়েছি তা হলো বড় এবং চমকপ্রদর্শনী।
smish,অ্যাপল আইফোন ১২ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801814455667
smish,"সোনালী ব্যাংক অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817788990"
normal,আপনার দিন কেমন কাটছে?
normal,আজ কি করবে? কোনো নতুন কোনো কাজ পালন করবো। তুমি?
smish,শুধু মোবাইল থাকলে আপনিও পারবেন মাসে কমপক্ষে ১৫০০০-২০০০০ টাকা আয় করতে। বিস্তারিত জানতে ০১৭৮৩৬২৭২৮৪
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816677889"
smish,"প্রিয় দেশবাসি ! (COVID-19)
করনা ভাইরাস এর জন্য
2,500 টাকা সরকারী
শুনুদান দেওয়া হবে।
টাকা নেওয়ার জন্য নিচের নাম্বারে যোগাযোগ করুনঃ-01810559231"
smish,আপনার মোবাইল ব্যালেন্স রিচার্জ করতে এখানে ক্লিক করুন: [recharge.net/TopupBD]
smish,আপনার পাসওয়ার্ড অবিলম্বে পরিবর্তন করুন। এখানে ক্লিক করুন: [changepassword.com/ChangeBD]
normal,"হাই, কি খবর তুমি?"
smish,"🔴/ স্মার্ট.ফোন দিয়ে💻📲 বাড়িতে বসে আয় করুন /৬০০০ থেকে ১০০০০ টাকা 
💥কাজ Facebook+Messager এ
🔥 প্রতিদিন 100-300tk ইনকাম করতে পারবেন
(BKash▪Nagad▪Roket)
🙂অ্যাড হতে চাইলে আমাকে.   ম্যাসেজ করেন ইনবক্সে📩🔥"
normal,আমি আমার বন্ধুদের সাথে সময় কাটাতে চাই।
normal,"তোমারি চোখেরই আঙ্গিনায়, এখনো কি তেমনি করে ছড়ায় আলো? এখনো কি তারার পানে চেয়ে থাকো আন মনে? তুমি কি আমায় আগের মত বাস ভাল?"
normal,বিকেলে একটি বই পড়তে বসেছি।
normal,০১৯২৭২৮৩৭৯২ এই নাম্বারে রকেটে টাকা পাঠান।
normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
smish,আপনার ফোনে গুরুতর নিরাপত্তা সমস্যা ধরা পড়েছে। জরুরি ০১৭৮৯৭৬৫৪৩২১ এই নাম্বারে।
normal,আজ কি করবেন?
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
normal," একদম নিখুঁত মানুষ-খুঁজতে যেও না। কারন বিধাতা মানুষের ভিতর-কিছু কিছু খুত মিশিয়ে দিয়েছে। বেশি নিখুঁত মানুষ খুঁজতে গেলে, তুমি ভালোবাসার কোনো মানুষই পাবে না।"
normal,অনলাইনে নির্বাচন কিভাবে করা যাবে
normal,তোমার দিন কেমন গেছে?
normal,আশা করি তোমার সফল হোক!
normal,তোমার পরিশ্রম সার্থক হবে।
normal,বিকেলে কি করছো?
normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
smish,ফুটবলে বাজি ধরুন এবং একটি বিলাসবহুল গাড়ি জিতুন! শুরু করুন: xini.eu/00Qe
smish,ফ্রিতে জয়েন করে আপনার ফ্রি সময়কে কাজে লাগিয়ে Dxn কম্পানিতে নেটওয়ার্ক মার্কেটিং বিজনেস করে একটা প্যাসিব ইনকামের রাস্তা তৈরি করতে চান তাহলে ইনবক্স করুন
normal,তুমি কি পার্কে যাচ্ছো?
promo,"মহান বিজয় দিবসে সবাইকে জানাই শুভেচ্ছা।  
দিলীপ কুমার আগরওয়ালা"
normal,"দুঃখিত, আমার রুমমেটরা অনেক সময় নিল, এখন যেতে পারি?"
smish,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebooksecure.org/UpdateBD]
normal,আশা করি তোমার দিনটি ভালো কাটুক!
normal,"তুমি পারবে, শুধু লেগে থাকো।"
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801715566778
smish,আপনার ক্রেডিট কার্ডের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: http://bit.ly/VerifyCard
normal,শুভ পয়লা বৈশাখ!
smish,"ইউরোপিয়ান চ্যাম্পিয়নশিপে বাজি ধরুন এবং ৫,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন: phlebolog.com.ua/libraries/joomla/results.php"
normal,সমুদ্রে গেলে খুব ভালো লাগে।
promo,989893 is your verification code for feainternational.com.
normal,তুমি কি সিনেমা দেখছো?
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801712233445
smish,আইপিএল স্পেশাল অফার! বেটিং শুরু করুন এবং একটি ফ্রি ল্যাপটপ জিতুন। ক্লিক করুন: super1000.info/docs
normal,"সময় কম, ০১৬৭২৫৮৯৩৮৭ এই নাম্বারে টাকা পাঠান।"
normal,"আপনার মতো হোক না, আমি যেন তারামুল।"
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ৩২,৪৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ১০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.iubat.edu.bd/ লগইন করুন। (IUBAT)"
smish,অ্যাপল আইফোন ১৭ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801817677789
normal,"ধৈর্য ধরো, সব ঠিক হয়ে যাবে।"
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
normal,কি খবর তোমাদের?
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
smish,বাংলাদেশ ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801919900112
smish,"আপনার সাম্প্রতিক অ্যামাজন কেনার জন্য আপনাকে ধন্যবাদ. আপনাকে $180.34 চার্জ করা হয়েছে।  যদি কোন ভুল হয়ে থাকে, অনুগ্রহ করে কল করুন (407)438-4356"
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
normal,"এই নাম্বারে ২০০০/- টাকা পাঠাও ০১৭৩৯৮৩৮৮৩ , বিকাশ রকেট বা নগদে"
smish,1 মিনিটে 1 লাখ টাকা পুরস্কার. ঘরে বসে অনলাইনে কুইজ খেলে 1 লাখ টাকা পুরস্কার জিতুন. শুধু মাত্র 3 টি প্রশ্নের সঠিক উত্তর দিয়ে জিতে নিন 1 লাখ টাকা পুরস্কার. প্রশ্ন এমন বদলে দেবে জীবন. শুধু দেখলে হবে না খেলতে হবে. কুইজ না খেললে পুরস্কার জিতবে কীভাবে ? visit: https://lnkd.in/gmvCtjH7
normal,০১৭২৯১৭২৯৭২ নাম্বারে রকেটে টাকা পাঠান।
normal,আমি একটি বাংলা ছোট গল্প পড়তে চাই।
smish," সুবর্ণ সুযোগ! ঘরে বসে ডাটা এন্ট্রি করে প্রতিদিন ১০০০-২০০০ টাকা আয় করুন। রেজিস্ট্রেশন ফি মাত্র ১০০ টাকা। নাম,বয়স,শহর, জাতীয় পরিচয়পত্র নম্বর সহ যোগাযোগ  whatsapp ৭৬০২২৩৬৩১৭"
promo,"[Pathao] ডেলিভার চার্জ এখন ৳৩০! 
পাঠাও ফুড-এর ডেলিভারি চার্জ এখন ৳৩০ ফিরে এসেছে।
এখনই অর্ডার করুন পাঠাও ফুড-এ: https://cutt.ly/QNMk4Eg"
normal,তোমার প্রতিভা অসাধারণ।
smish,"ফ্রিতে মাইনিং করে ইনকাম করুন। ১০০% ফ্রি। টেলিগ্রাম অ্যাপ থাকলেই হবে। লিংক এ ক্লিক করে start করতে হবে, ৬ ঘন্টা পর পর টোকেন ক্লেইম করতে হবে। আর কোনো কাজ নেই।
https://t.me/pixelversexyzbot?start=6760562639"
normal,আশা করি তোমার দিনটি সুখে কাটুক!
promo,"প্রো-লেভেল ৳৩৫ ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৳৪৬৪,৩০দিন: cutt.ly/EwE5IX27"
smish,"১,০০,০০০ টাকা বিনিয়োগে ২,০০,০০০ টাকা পান! কল করুন: +8801912122134"
normal,কি করছো?
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
smish,অ্যাপল বিজ্ঞপ্তি। আপনার Apple iCloud আইডির মেয়াদ আজ শেষ হবে। মুছে ফেলা প্রতিরোধ http://apple.id/user-auth/online-এ লগইন করুন
normal," আল্লাহর প্রতি আপনার ভালোবাসা যতই বৃদ্ধি পেতে থাকবে, দুনিয়ার প্রতি আপনার ভালোবাসা ততোই কমতে থাকবে। - [ড. বিলাল ফিলিপ্স]"
smish,"ঘরে বসে মোবাইলের মাধ্যমে অনলাইনে কাজ করে ইনকাম করুন।
#🎯 মাসিক ইনকাম: ২০০০০-৩০০০০টাকা।(বারতি আয়ের সুযোগ আছে,,ফ্রি ইনকাম ও আছে)। সাথে মাসিক বেতন আছে"
normal,"আমাকে কল দাও, ০১৬৭২৫২৮১৭৯ নাম্বারে।"
smish,ক্যাসিনোতে বেট করুন এবং ১০০% বোনাস জিতুন! এখানে শুরু করুন: super1000.info/docs
normal,"আমি ভালো আছি, ধন্যবাদ।"
normal,"সবকিছু ঠিকঠাক হবে, আমি জানি।"
normal,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ২৭,৯৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ২২ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত https://student.northsouth.edu.bd/ লগইন করুন। (North South)"
promo,রেটলিস্ট হালনাগাদের জন্য জনমত সংগ্রহ করা হচ্ছে। মতামত প্রদানের জন্য বিটিআরসি’র ওয়েবসাইটের নোটিশ বোর্ড দেখুন (http://www.btrc.gov.bd/)। আপনার মূল্যবান মতামত আমাদের কাছে অত্যন্ত গুরুত্বপূর্ণ।-বিটিআরসি
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
promo,"সপ্তাহজুড়ে প্রো-লেভেল ইন্টারনেটিং,নাও ২৫জিবি@২১৯৳: cutt.ly/2wEyml8b"
promo,"৳১০০ ক্যাশব্যাক!৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
normal,বাসায় কেমন হচ্ছে?
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
smish,নগদ অ্যাকাউন্টে সমস্যা হয়েছে। আপনার তথ্য আপডেট করতে এখানে ক্লিক করুন: https://t.me/NagadHelpBot
normal,তোমার জন্য একটি ভালো দিন!
smish,মাশরাফির সই করা জার্সি জিততে বিপিএলে বাজি ধরুন। এখনই শুরু করুন: ebayisapidlld.altervista.org/
smish,নগদ অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801811234567
promo,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
smish,"ঘরে বসে অনলাইন ইনকাম করুন! কোন সময় সীমা নেই, কোন স্থানের সীমা নেই। বিস্তারিত জানতে কল করুন: +৯১ ৮৯২৭৬২৩৭১৩"
smish,অনলাইন পড়াশোনা শেষ করে রোজগার পান! যোগ দিন এখন: https://wa.me/8801320862219
normal,তুমি কি ভ্রমণে যাচ্ছো?
normal,আমি আমার পরিবারের সঙ্গে একটি বিশেষ সময় পালন করতে চাই।
smish,"ভিডিও বা কলে কথা বলতে চাইলে ক্লিক করুন
https://t.co/EbXRF7TAFA?fbclid=9hIT17itA7iWLnV5aHpMh2SKDK_FREE_TO_WATCH_MY_VIDEOS_ONLY_FOR_TODAY_AND_FREE_LIVE_CAM_DATING_PRIVATE_WITH_ME_PLEASE_JOIN_ME"
normal,তুমি কি ট্রামে যাচ্ছো?
smish,"bKash অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801912122234"
normal,কেমন চলছে তোমার দিন?
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801814344356
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
smish,"আপনার মোবাইল নম্বরটি ১০,০০০ টাকা লটারি জিতেছে! বিস্তারিত জানতে কল করুন +8801712345678"
normal,"তুমি নিজের উপর বিশ্বাস রাখো, সব কিছু সম্ভব।"
smish,আপনার ব্যাংক একাউন্ট থেকে অজানা লেনদেন হয়েছে। বিস্তারিত জানতে কল করুন +8801914455667
normal,কাল কি করছো?
smish,আপনার মোবাইল নম্বর যাচাই করতে হবে। এখানে ক্লিক করুন: [verifyme.net/MobileVerifyBD]
smish,"🔗🤑যারা এখনো hamster এ একাউন্ট করেননি দ্রুত একাউন্ট করে জয়েন করেন 🔥🔥🔥
জুলাই মাসে সুখবর আসবে 🤩🤑
Join fast 👇
🔗https://t.me/hamster_kombat_boT/start..."
normal,কাল সকালে কি করছো?
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
smish,অনলাইনে সার্চ দিন  প্রিয় কেসিনো এবং জিতে নিন হাজার হাজার বোনাস মাত্র কয়েক ঘন্টায়।
normal,তুমি কী করবে?
smish,দিনে ৫০০ থেকে ৬০০ টাকা ইনকাম করতে চাইলে এই লিঙ্কে ঢুকে থাকুন https://t.me/Referincomebd4536_bot?start=r05236457375
normal,"সব ঠিক হয়ে যাবে, চিন্তা কোরো না।"
promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
normal,"যে বিপদ-আপদ ও মুসিবত আপনাকে আল্লাহর দিকে ফিরিয়ে দেয়, তা সেই রাহমাতের চাইতে উত্তম যা আপনাকে আল্লাহর স্মরণ থেকে বিমুখ করে দেয়। -[ ইমাম ইবনে তাইমিয়া (রাহিমাহুল্লাহ)]"
normal,০১৬৭২৫৭২৯৩৮ নাম্বারে বিকাশ করুন।
normal,ব্যায়াম করতে অভ্যাস করতে হবে।
normal,"তুমি পারবে, আমি বিশ্বাস করি।"
normal,"আপনার পাওনা ৫০০০/- টাকা, জলদি পরিশোধ করুন।"
normal,"আপনার পাওনা ৬০০০/- টাকা, দ্রুত পরিশোধ করুন।"
smish,"আপনরা চাকরীর আবেদনা
মঞ্জুরা হায়েছে এবাম
বেটানা প্রতিদিন 3000 টাকা। যোগযোগের তাথ্য: https://wa.me/8801929757090"
smish,কোন ক্রেডিট চেক ছাড়াই ১০০% ক্রেডিট কার্ড অনুমোদন। আজই আবেদন করুন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০
normal,তুমি কি বাজারে যাচ্ছো?
normal,আশা করি তোমার দিনটি ভালো কাটুক!
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
promo,"৳১০০ ক্যাশব্যাকে প্রোলেভেল ডাটা ডিল-৫০জিবি@৳৩৯৮,৩০দিন cutt.ly/AwQzYxAf"
smish,"আপনার সিভি পাস হয়েছে এবং আপনি বাড়ি থেকে আপনার মোবাইল ফোনের মাধ্যমে কাজ করতে পারবেন এবং প্রতিদিন ২,০০০ টাকা পাবেন। এখনই যোগ দিন: wa.me/8801865655560
"
smish,"""অভিনন্দন! আপ্নি পাসেন"" ""বিকাশ"""" & BRAC""""N.G.O"""" pokko teke """"STUDENT বৃত্তি"""" (টাকা-10,499/) আপনার পরিমাণ আইডি: এখন আপনার প্রার্থী নির্বাচন করুন: Bestarito Janta Call korun office: 01794567889 (am 11 to 5pm} ওথোভা""""ঠিক আছে""""লিখা এসএমএস করব? আমড়া আপনের কেচা কল করবো.!"""
normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
promo,"লি কুপারে
সকল শার্ট, জিন্স, গ্যাবারডিন
ফ্ল্যাট ৫০% ছাড়
শপ্র"
smish,"আপনার জন্য ৮500 বিনামূল্যে।
এটি এখানে পান: https://cutt
.ly/betvi"
normal,তুমি কি পড়ছো?
smish,আইপিএল ফাইনাল! বাজি ধরুন এবং একটি বিলাসবহুল ছুটি জিতুন। শুরু করুন: super1000.info/docs
smish,মাশরাফির সাথে একান্ত সময় কাটানোর সুযোগ পেতে বিপিএলে বাজি ধরুন। ক্লিক করুন: xini.eu/00Qe
smish,"যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385
দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি"
smish,"ইউরোপিয়ান লিগে বাজি ধরুন এবং ১০,০০০ টাকা জিতুন। শুরু করুন: super1000.info/docs"
normal, পৃথিবীর জীবনটা তিনটি দিনের– গতকালের দিনটিতে যা করা হয়েছে সেগুলো নিয়ে সেটি চলে গেছে; আগামীকালের দিনটিতে হয়ত আপনি না-ও পৌছতে পারেন; কিন্তু আজকের দিনটি আপনার জন্য সুতরাং যা করার আজই করে নিন। -[ইমাম আল-হাসান আল-বাসরী (রহ)]
smish,আইপিএল ফাইনালে বাজি ধরুন এবং ১ কোটি টাকা জিতুন। এখনই শুরু করুন: smilesvoegol.servebbs.org/voegol.php
normal,আশা করি তোমার দিনটি ভালো কাটুক!
smish,ক্যাসিনোতে বাজি ধরুন এবং ৭ দিনের জন্য ফ্রি ভ্রমণ জেতার সুযোগ পান! শুরু করুন: super1000.info/docs
smish,আপনার মোবাইল নম্বরটি আইফোন জিতেছে! পুরস্কার পেতে কল করুন +8801813344556
normal,"তোমার আগে কোনো বই পড়েছি? হ্যাঁ, অনেক বই পড়েছি। তুমি কি?"
smish,আপনার নম্বরটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! পুরস্কার পেতে কল করুন +8801711122334
normal,কি খবর?
normal,তোমার লক্ষ্যে পৌঁছাতে ধৈর্য ধরো।
smish,"কাজ করতে চাইলে ইনবক্স✅
@Ankonbiswas006
Join my telegram account"
normal,কঠোর পরিশ্রমই সাফল্যের পথ।
normal,ধন্যবাদ ভাই।
normal,আপনি কি করছেন?
smish,"১,০০,০০০ টাকা বিনিয়োগে ৩,০০,০০০ টাকা পান! কল করুন: +8801911011023"
smish,আপনার নম্বরটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! পুরস্কার পেতে কল করুন +8801716677889
normal,আপনার কাস্টমার সাপোর্ট টিকেট ৫৭৮৯৯ আপডেট করা হয়েছে। বিস্তারিত জানতে কল করুন ০১৭৮৭৬৫৪৩২।
normal,হ্যালো!
normal,নমস্কার!
normal,কিছু একটা বলো।
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,বোনাস সহ ৪জিবি-৬৬টাকা-৭দিন।ডায়াল *১২১*৫০৪৭# বা https://mygp.li/mo
smish,বাংলাদেশ ব্যাংক থেকে গুরুত্বপূর্ণ বার্তা। কল করুন: +8801717788990
promo,"ডাটা মিক্সারে করো পকেট সেভিং, নাও ৬০জিবি@৳৫৬৯,৩০দিন: cutt.ly/HwQzEu9E"
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
smish,জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801913233245
promo,"৪৫৳ ক্যাশব্যাক! ৩১জিবি+৫০০মি.@৪৫৪৳ ৩০দিন, নিয়ে নাও: cutt.ly/qwWTAUku"
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
normal,"ওকে, আমি পাশের চিন্তার্তদের সঙ্গে একবার চেক করেছি, তারা বলেছে একটি খুবই ছোট করবে। তারা বলেছে যে..."
normal,আমি কি করতে পারি?
smish,"১০০% গেরান্টিসহ মালেশিয়ান, ইউরোপিয়ান,আমেরিকা, কানাডা ভিসা পেতে আজই যোগাযোগ করুন ০১৭৬৫৪৩৩৪২২, অগ্রীম ফি লাগবে না। "
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,১০০৳ ক্যাশব্যাক শেষ দিন! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন: cutt.ly/2wQlYv6U
smish,"৪৯৯ টাকায় জিতুন ১ লাখ টাকা, বিস্তারিত https://laptop.vkrh.top/?ok=PKQMAHca"
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
normal,শুভ সন্ধ্যা!
normal,আপনার পাওনা টাকা জলদি পাঠান ০১৭২৮২৭২৯৩৮।
normal,"কি খবর, হাই?"
normal,আজকে কি রান্না করবে?
smish,স্বচ্ছন্দে বসে ইনকাম করুন দৈনিক বেতন ১০০০-৫০০০ টাকা পেতে! এখন যোগাযোগ করুন: https://wa.me/8801320862219
promo,"তোমার জন্য স্পেশাল গিফট, ৬০পয়সা/মিনিট কলরেট, নাও: cutt.ly/qwnfrXbV"
normal,"তুমি পারবে, শুধু চেষ্টা চালিয়ে যাও।"
smish,আপনার ইমেল অ্যাকাউন্টটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [emailsecure.com/UpdateBD]
smish,আপনি ৮ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801712122134
normal,আশা করি তোমার জীবন সমৃদ্ধ হোক!
normal,"হ্যালো, কি তুমি?"
smish,বাংলাদেশ ব্যাংক থেকে একটি জরুরি বার্তা এসেছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801919876543
smish,আপনার ব্যাংক কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [bankcardupdate.com/UpdateBD]
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
normal,শুভ অক্টোবর!
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816566678"
normal,কি খবর?
smish,"৮,০০০ টাকা বিনিয়োগে ৩২,০০০ টাকা পান! কল করুন: +8801912122234"
normal,তুমি কি মাছ ধরতে যাচ্ছো?
normal,বই পড়ার পরিবার নির্মাণের জন্য সময় দিতে চাই।
smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801814567890
normal,"আপনার বিল বাকি আছে, ০১৯৩৭২৭৩৮৯৩ টাকা পাঠান।"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,আজ কেমন লাগছে তোমাকে? ঠিক আছি। আপনার কেমন লাগছে?
normal,"তুমি পারবে, আমি জানি।"
normal,"হ্যাঁ, বসে থাকলে সময় কাটানো কঠিন হয়। আমি ইউটিউবেও দেখেছি, আবার ডার্ক সিরিজেও ছিল।"
normal,শুভ হোলি!
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬০জিবি+১০০০মি@৳৬৯৯,৩০দিনঃ cutt.ly/aAhiAsI"
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
smish,বিনামূল্যে ক্রিপ্টো পাওয়ার সুযোগ! এখানে ক্লিক করুন: http://bit.ly/FreeCrypto
smish,ক্রিপ্টো ট্রেডিং এ বড় লাভ! আজই শুরু করুন: http://bit.ly/BigProfit
