original_index,sms_text,is_phishing_original,is_phishing_llama_bool,is_phishing_llama_raw,raw_response
51249,"केवल 4 सप्ताह में 5 किलोग्राम तक वजन कम करें! नए 3 इन 1 के साथ, सुआना स्लिम बेल्ट, टीएमआरपी.2499कॉम, सीधी कीमत 999+ 300 मूल्य, पॉकेट जिम रस्सी मुफ्त, बुकिंग के लिए एसएमएस:एसएलआईएम से 57333 पर भेजें।",True,False,False,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
47702,awarded bonus customer following mob pleased prize review valued,True,False,False,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
49844,জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801918788890,True,True,True,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
53805,खुद को अमीर बनाने के लिए केवल एक कदम दूर हैं! यहाँ क्लिक करके शुरुआत करें: www.fastmoney.com,True,True,True,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
46400,150 150ppm 18 alert big box brother bt cash computer cost landline mobiles ntt po selected vary voucher,True,False,False,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
44982,200 88039 age16 awarded break city number shopping skilgme spree store summer txt ur win wk,True,True,True,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
54048,नया एसएमएस पैक! 26 रुपये से रिचार्ज करें और 15 दिनों के लिए प्रतिदिन 500 स्थानीय/राष्ट्रीय एसएमएस भेजें! 47 रुपये से रिचार्ज करें और 30 दिनों के लिए प्रतिदिन 500 स्थानीय/राष्ट्रीय एसएमएस भेजें!,True,False,False,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
48266,10p 11 bored bt chat date min national rate,True,False,False,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
41037,150p contacted dating entered fancy landline phone service,True,False,False,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
45349,2nite calls chat cum did heard hope just like luv make net night time wanna xx,True,False,False,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
48296,08000930705 100 200 300 3510i camcorder colour delivered free minutes mobile new nokia phone reply text texts tomorrow want,True,True,True,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
45423,10p 11 bored bt chat date min national rate,True,False,False,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
53998,अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,True,True,True,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
46577,85 access direct fixed line minute number,True,False,False,"[
  {""id"": ""46400"", ""is_phishing"": false},
  {""id"": ""44982"", ""is_phishing"": true},
  {""id"": ""54048"", ""is_phishing"": false},
  {""id"": ""48266"", ""is_phishing"": false},
  {""id"": ""41037"", ""is_phishing"": false},
  {""id"": ""45349"", ""is_phishing"": false},
  {""id"": ""48296"", ""is_phishing"": true},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""53998"", ""is_phishing"": true},
  {""id"": ""46577"", ""is_phishing"": false}
]"
