message,label
कृपया किसी भी सेवा का उपयोग करने से पहले पंजीकरण प्रक्रिया पूरी करें। कोड=584 टीआईडी=020001947246,spam
हर प्रयास सफलता की ओर एक नई शुरुआत है।,ham
मेरे पास अंतिम एसआरएस नहीं है। मैंने आपको वर्ड डॉक में यूज़ केस डायग्राम भेजा है,ham
रामप्रस्थ *स्काईज़* कीमत जल्द ही संशोधित *450 एकड़ टाउनशिप *प्रीमियम अपार्टमेंट सेक्टर 37-डी गुड़गांव *द्वारका एक्सप्रेस और मेट्रो से 0 किमी *एसी अपार्टमेंट्स स्काईज़ से 53456 पर एसएमएस करें,spam
"
प्रिय ग्राहक, आपने हाल ही में VYOM में उपयोगकर्ता 91xxxxxx023 के लिए 2 असफल लॉगिन प्रयास किए हैं, दिनांक 04-नवंबर-2024 को, समय 15:53:57.478। किसी भी प्रश्न के लिए कृपया 1800222244 पर संपर्क करें। शर्तें लागू - यूनियन बैंक ऑफ इंडिया",ham
नए अवसर को पहचानें और उसका पूरा फायदा उठाएं।,ham
मैं आपके जीवन में सर्वश्रेष्ठ व्यक्ति नहीं हूं... . . बीटी... . . . मुझे आशा है कि एक दिन जब तुम माँ का नाम सुनोगे तो तुम मुस्कुराओगे और कहोगे...। . . था तो अजीब... लेकिन मुझे उसकी याद आती है...:),ham
"भविष्य में मैं कक्षा में आपके बच्चों को कैसे पहचानूंगा? यह सरल है, जब शिक्षक बोर्ड साफ कर रहा हो तो मैं बस यह देख लूंगा कि उसके नोट्स कौन मिटा रहा है! शुभ रात्रि",ham
मुझे आपके पिछले वर्ष के डीबीएमएस बी ट्री असाइनमेंट की आवश्यकता है...,ham
"यदि आप चुनौतियों को अवसर मानते हैं, तो सफलता आपके कदम चूमेगी।",ham
"हाँ... ठीक है मैं ग्राहक समय पर हूँ, मैं फिर से मैसेज करता हूँ... ज़ुहुई भी 2 मई को सीखने जा रहा है लेकिन उसका पाठ सुबह 8 बजे है",ham
किसी अन्य जानकारी की जरूरत हो तो कृपया बताएं।,ham
अगर कोई समस्या है तो उसका समाधान भी है। सिर्फ एक सही नजरिये की जरूरत है।,ham
ये कमाल नहीं है कि शुक्रवार आ गया है? ये हफ्ता कितनी जल्दी बीत गया!,ham
"इस बार का birthday plan थोड़ा different है, बोलो क्या करना है?",ham
कोई मज़ेदार उत्तर नहीं. मज़ा ख़राब कर दिया🙂‍,ham
मैं,ham
शीतकालीन स्टॉक अभी द आर्केड काजी रोड पर पहुंचे। 1795 रुपये या अधिक की खरीद पर एक स्कार्फ मुफ्त पाएं।,spam
"🚨 Jio एक साल का अनलिमिटेड डेटा फ्री दे रहा है! यह ऑफर पूरी तरह से मुफ्त है और इसे प्राप्त करने के लिए आपको बस एक लिंक पर क्लिक करना है: [link]. ध्यान रखें कि यह ऑफर जल्दी खत्म हो सकता है, इसलिए इसे जल्द से जल्द क्लेम करें और एक साल तक अनलिमिटेड डेटा का आनंद लें।",spam
अब आप पहले से कहीं ज्यादा मजबूत महसूस कर रहे हैं!,ham
"सफलता की असली पहचान उस यात्रा में छिपी है, मंजिल तो बस एक पड़ाव है।",ham
आप 50पैसा/मिनट की दर से मोबाइल पर लोकल कॉल का आनंद ले रहे हैं और आपका पैक 3 दिनों के बाद समाप्त हो रहा है। जल्दी करो! अभी 49 रुपये से रिचार्ज करें और अपनी शेष वैधता को आगे बढ़ाएं,spam
आपका प्लान आपके 5G फोन पर सही मायने में असीमित 5G डेटा नहीं दे रहा है।,spam
फ्री ट्रायल ऑफर! 30 दिनों के फ्री ट्रायल का लाभ उठाएं। अभी साइन अप करें। जल्दी करें!,spam
नेटवर्क प्रभारी के संदेश के अनुसार इस सप्ताहांत तक राउटर स्थापित कर दिया जाएगा।,ham
मैं नाश्ता करने वाला आदमी हूं. आप भी ऐसा करते हैं.,ham
यदि आप ऑनलाइन हैं तो कृपया मनाली श्याम को नितुल सर को जल्द से जल्द कॉल करने के लिए सूचित करें,ham
"प्रिय मित्र, हम इस सप्ताहांत आपके आने का इंतजार कर रहे हैं। कृपया अपना आने का समय बताएं।",ham
हमारी कौन सी कक्षा है और किस समय?,ham
नए/पुराने हिंदी/बंगाली गाने! एयरटेल रेडियो ऑफर पर डबल म्यूजिक मिनट के लिए 543213 (टोलफ्री) पर कॉल करें - अभी 543213 पर कॉल करें! जल्दी करें - ऑफर आज बंद हो रहा है!,spam
"आईबीएस हैदराबाद, NIRF रैंक #39, 500 छात्रवृत्तियाँ (2 लाख रुपये तक), AACSB मान्यता प्राप्त, उच्चतम प्लेसमेंट 21.0 LPA! IBSAT 24 के लिए अभी आवेदन करें: https://vm.ltd/IBSMBA/zfomBL",spam
मोनाज़: -*एक बच्चा वह व्यक्ति है जो यह नहीं समझ पाता कि कोई एक बिल्कुल अच्छा बिल्ली का बच्चा क्यों दे देगा..* -डौग लार्सन। (विज्ञापन) 56677 पर शरारती एसएमएस टीजे प्राप्त करें,spam
"वीकेंडर सिटी प्लाजा, पायल सिनेमा के सामने विंटर कलेक्शन के साथ बच्चों के पुरुषों और महिलाओं के परिधान प्रस्तुत करता है। विवरण के लिए 9933890310 या 0353-2641247 पर कॉल करें।",spam
"सफलता हमेशा उन लोगों को मिलती है, जो हार नहीं मानते।",ham
कभी भी त्वरित कसरत की शक्ति को कम मत समझो!,ham
"हाँ, ऐसा करो! लेकिन बहुत पास मत रहो- संरक्षण कुछ लग जाएगा!",ham
"अब JioSafe के साथ 5 स्तरों की सुरक्षा प्राप्त करें और सुरक्षित वॉयस, वीडियो और कॉन्फ्रेंस कॉलिंग का अनुभव करें। अभी डाउनलोड करें: www.jiosafe.com/get",spam
क्या तुमने पास के नए रेस्टोरेंट के बारे में सुना? कभी वहाँ चलते हैं।,ham
नया एसएमएस पैक! 26 रुपये से रिचार्ज करें और 15 दिनों के लिए प्रतिदिन 500 स्थानीय/राष्ट्रीय एसएमएस भेजें! 47 रुपये से रिचार्ज करें और 30 दिनों के लिए प्रतिदिन 500 स्थानीय/राष्ट्रीय एसएमएस भेजें! त्वरित सहायता *121#,spam
आपका KYC विवरण अधूरा है। अकाउंट बंद होने से बचने के लिए अभी अपडेट करें: http://secure-kyc-update.com,spam
"प्रिय 98123456XX,
आपके नाम पर एक खास दिवाली जैकपॉट इनाम है!
₹6,00,000 फ्री बोनस के साथ रमी गेम खेलें और 5 करोड़ तक के प्राइज पूल का हिस्सा बनें।
अभी शुरू करें: [Link]
जल्दी करें, ऑफर सीमित समय के लिए है!",spam
प्रथम वर्ष रैंकर आहे नहीं ती,ham
हर सफलता के पीछे छिपी होती है मेहनत और धैर्य की कहानी।,ham
मुझे तुम्हारा संदेश मिला। मैं जल्द ही तुम्हें कॉल करूंगा।,ham
कुछ मिनट के लिए बात करने का समय है आपके पास?,ham
घातक विधवा! कौन सी मादा मकड़ी अपने साथी को खा जाती है? विकल्प में से चुनें: 1) स्लेटर-ईटिंग 2) ब्लैक विडो 3) टारेंटयुला ^1/2/3 एयरसेल पर ब्लीक पर आपके सभी उत्तर निःशुल्क हैं।,spam
आपकी मौखिक परीक्षा कैसी थी?,ham
"आपका ₹1,00,000 लकी ड्रा का इनाम पक्का है! बधाई हो! आपने हमारे लकी ड्रा में हिस्सा लिया था और आपका नाम विजेताओं की सूची में है। केवल आपको अपने इनाम का दावा करना है! अभी संपर्क करें +91XXXXXXXXXX पर और अपनी इनाम राशि प्राप्त करें।",spam
"नमस्ते! हमें कॉलर्ट्यून्स सेवा के लिए आपका अनुरोध प्राप्त हो गया है और हम उस पर कार्रवाई कर रहे हैं। बस बैठें और आराम करें, आपको 2 घंटे के भीतर एक पुष्टिकरण प्राप्त होगा।",spam
"जब लक्ष्य साफ हो, तो कोई भी मुश्किल रास्ता नहीं रोक सकती।",ham
"फास्ट लोन टिकट ₹5 लाख तक, बिना क्रेडिट चेक के। अभी संपर्क करें।",spam
लाइफटाइम ICICI बैंक क्रेडिट कार्ड के लिए आवेदन करें ✅ https://bit.ly/3RPE0ZR,spam
"हां, मिलते हैं, बिलकुल नहीं",ham
"ठीक है, कुछ चल रहा है?",ham
मैं पहला वाला कर रहा हूं....तो कनिका तुम दूसरा वाला कर सकती हो......,ham
कूरियर से जुड़े फर्जी कॉल/एसएमएस से बचें। अनजान लिंक पर क्लिक न करें और अपनी निजी जानकारी सुरक्षित रखें।,ham
"आरएमएस ग्रुप 21 लाख रुपये में लक्जरी लिविंग और क्वालिटी लाइफस्टाइल प्रस्तुत करता है, सिग्नेचर रेजीडेंसी ट्रोनिका सिटी डीयू मेट्रो से 12 किमी दूर 2/3/4 बीएचके क्लब स्विम और जिम एम-7838222305 के साथ",spam
विश्वास और कड़ी मेहनत से कोई भी काम असंभव नहीं है।,ham
"भोरुका एलम (506027) में अब लगातार 18 सर्किट रुपये तक बचे हैं। 30 बोनस विवरण के लिए मजबूती से खरीदें बीएसई वेब पर जाएँ, मूल्यांकन रु. पर रहता है। 30 थोक में खरीदें",spam
मैं इसे आइटम में जोड़ दूंगा। लेकिन वह इतना मूर्ख क्यों है? क्या वह थोड़ा भी नहीं बदल सकता.,ham
आज रात कार्यक्रम में मिलते हैं!,ham
"नया ऑफर – आपके अकाउंट में ₹5 लाख तक का क्रेडिट लिमिट अप्रूव!
प्रिय ग्राहक,
बधाई हो! आपके नाम पर ₹5 लाख तक का क्रेडिट लिमिट अप्रूव हो गया है। इस ऑफर का लाभ उठाने के लिए, कृपया अपने खाता विवरण साझा करें और हमारा फॉर्म भरें।
यह ऑफर केवल अगले 72 घंटों के लिए मान्य है। अपना क्रेडिट हासिल करने के लिए तुरंत प्रतिक्रिया दें।
धन्यवाद,
फाइनेंस टीम",spam
आपके महत्वपूर्ण सुझावों के लिए धन्यवाद।,ham
मैं कक्षा में हूँ आप कहाँ हैं? कृपया द्वारका मोड़ से आईआईआईटी दिल्ली एनएसआईटी परिसर तक रिक्शा लें। आईआईआईटी दिल्ली पुस्तकालय भवन की तीसरी मंजिल पर है,ham
पता नहीं क्यों मैं तुम्हें थोड़ा सा याद कर रहा हूँ और/या तुम्हारे साथ के लिए तरस रहा हूँ। या शायद मुझे भूख लगी है और मैंने कुछ समय से आपसे बात नहीं की है (और यह बात मेरे दिमाग में उलझी हुई है)। :/,ham
साइट मुफ़्त - आज ही सब्सक्राइब करें और विशेष लाभ प्राप्त करें।,spam
आइए इस पर विस्तार से बात करने के लिए समय तय करें।,ham
करियर टिप क्या आपको यात्रा करना और नई जगहों की खोज करना पसंद है? आपके लिए एक आदर्श करियर के बारे में जानने के लिए उत्तर दें ^हां/नहीं एयरसेल पर ब्लीक के साथ आपकी सभी बातचीत निःशुल्क हैं।,spam
"प्रिय ग्राहक, आपकी वाहन का इंश्योरेंस समाप्त होने वाला है। कृपया समय पर इंश्योरेंस रिन्यू करवा लें ताकि आपके वाहन की सुरक्षा बनी रहे।",ham
बस सो रहा हूँ... और फ़ोन चला रहा हूँ।,ham
फ्री में प्रीमियम सब्सक्रिप्शन पाएं। अभी क्लेम करें: https://freesubscription.in/xKL87J9N -PremiumOffer।,spam
तुम्हारे साथ बिताया समय बहुत अच्छा था।,ham
चैंपियंस लीग मैनचेस्टर यूनाइटेड चैंपियंस लीग के फाइनल में किस यूरोपीय टीम से भिड़ेगी? 1) चेल्सी 2) बार्सिलोना 3) रियल मैड्रिड ^1/2/3 एयरसेल पर ब्लीक पर आपके सभी उत्तर निःशुल्क हैं।,spam
"विजेता बनें और 10,000 रुपये जीतें! जल्द से जल्द संपर्क करें।",spam
अंगूठे का महत्व - बच्चे इसका प्रयोग करें 4 चबाएं अनपढ़ लोग इसका प्रयोग करें 4 विजेताओं पर हस्ताक्षर करें 4 जीत और मेरे प्रशंसक इसका प्रयोग करें 4 मेरे संदेश पढ़ें ओह..यू भी? पागल प्रशंसक!,ham
रेट रिव्सिंग जल्द।,spam
और जनाब क्या हो गया…LOL...देखा था ना तूने मैच...वाह भाई इत्ता बड़े बड़े बात किया...क्या हुआ...मार दिया तेरे मैड्रिड को,ham
"नया ऑफर - ₹50,000 मासिक वेतन के साथ तत्काल नौकरी।",spam
मैं गेट पर हूं,ham
"आपकी मुफ़्त रिंगटोन आपके द्वारा प्राप्त किए जाने का इंतज़ार कर रही है। पुष्टि करने के लिए बस पासवर्ड ""MIX"" को 85069 पर भेजें। अशर और ब्रिटनी को पाएँ।",spam
"तेज़ी से डिजिटलीकरण के चलते, नए जमाने के सॉफ़्टवेयर इंजीनियरों की आवश्यकता बढ़ती जा रही है",spam
"Update_Now - क्रिसमस ऑफर! नवीनतम मोटोरोला, SonyEricsson और नोकिया & मुफ्त ब्लूटूथ! ऑरेंज पर डबल मिनट और 1000 txt। MobileUpd8 को 08000839402 पर कॉल करें या call2optout/F4Q=",spam
पुरुषों और महिलाओं के लिए ज़िग टेक और अन्य नए जूते। रीबॉक स्टोर द आर्केड काज़ी रोड पर ट्रैक सूट स्वेटर और स्वेटशर्ट की नई रेंज।,spam
एनसीआर की पॉश कॉलोनी में 12 लाख से शुरू की संपत्ति का मालिक बनें। अभी केवल 1.2 लाख का भुगतान करें और बाकी रुपये की आसान किस्त में। 11000 प्रति माह लगभग सभी प्रतिष्ठित के प्रोजेक्ट,spam
"प्रत्येक प्रतिनिधि महत्वपूर्ण है, आज थोड़ा और प्रयास करें।",ham
"यदि यह आपके मन, शरीर, आत्मा को संतुष्ट करता है। इसे बिस्तर पर, कार में, सोफ़े पर या बाथटब में करें.. प्रार्थना कहीं भी की जा सकती है। भगवान आपके शरारती दिमाग को शांति दे;)",ham
मैं जानता हूं कि आप महत्वपूर्ण मामलों में व्यस्त हैं। बीटी कृपया मुझे बताएं कि जब भी आपको मौका मिले तो क्या हुआ। सारा दिन अपने आप पर नियंत्रण रखता रहा। टी.सी.,ham
आज कुछ नया सीखने का मन है?,ham
ब्लिक पिक्स! वे बहुत अजीब और शरारती हैं! यहां ब्लीक के शीर्ष 'टपोरी' गीत सूची से कुछ वर्तमान हिंदी ट्रैक हैं... जिसे आप सुनना चाहते हैं उसे चुनें: 1) चिकन फ्राई रीमिक्स 2) ढिंका चिका 3) भाग डी.के.बोस ^1/2/3 अपने विकल्प के साथ उत्तर दें वीडियो क्लिप प्राप्त करने के लिए नंबर.,spam
"भाई, कोई मुझे कुछ anime suggestion देना...जैसे अच्छे वाले देना, आला वाले...और कारण भी देना कि क्यू देखना है और क्या है स्पेशल एनीमे में...",ham
"यदि आपने अभी भी अपनी माँ को नहीं बताया है कि मैं नहीं आ रहा हूँ... तो आप उन्हें बता सकते हैं कि आपको भी नहीं पता था और जो भी आपको मेरे बारे में ग़लत कॉल करता था, वह आपको यह बताने के लिए था कि मुझे कोलग टॉम (आज) जाना है ) अपने पीपीआर को देखने के लिए इसलिए मैं आपसे नहीं मिल सकता। और यदि आप शनिवार को दूसरे भाग के दौरान अपनी माँ को दूर रहने को कहते हैं तो यह चालू है।",ham
"आज तुम्हारा सौभाग्य का दिन है! जानिए क्यों, अभी लॉग इन करें: http://www.urawinner.com और पाएं एक शानदार मौका!",spam
प्रिय अभिभावकआपका वार्ड स्कूल छोड़ चुका है UC शेयर प्राप्त करने के लिए समूह में शामिल हों: https://chat.whatsapp.com/JekFsyN4tOtGZuaKCl0NCI प्रिंसिपलSBKInternationalSchoolCBSE,spam
तुम्हारा नया घर कैसा है?,ham
"कुछ दिन बचे हैं, IBS हैदराबाद AACSB मान्यता प्राप्त NIRF रैंक 39, IBSAT 2024 टेस्ट की तारीख 28 और 29 दिसंबर। उच्चतम प्लेसमेंट 21.0 एलपीए अभी आवेदन करें https://vm.ltd/IBSMBA/hU4K6A",spam
नया गेम! हे गेमिंग प्रशंसकों! अनुमान लगाएं कि ट्रांसफॉर्मर ऑप्टिमस प्राइम रोबोट के किस समूह से संबंधित है: 1) ऑटोबोट्स 2) डीसेप्टिकॉन ^1/2 बिल्कुल नए फ्री-टू-डाउनलोड ट्रांसफॉर्मर 3 गेम का विवरण प्राप्त करने के लिए उत्तर दें!,spam
कोई सवाल हो तो बेहिचक मुझसे पूछें।,ham
तुम्हारी डॉगी कैसी है?,ham
मैं अपने अकादमिक प्रदर्शन बनाम हमारे बारे में बात करना चाहता था। मुझे नहीं पता कि मैं अगले सोमवार को तुम्हारे साथ खेलने के बारे में दिन में सपने देख रहा हूँ। और मैं चाहता हूं कि आप सब कुछ जल्दी से कर लें और घर भी जल्दी पहुंच जाएं ताकि आप सीएन टोक पर पहुंच सकें। :),ham
"नज़र सुरक्षा कवच आपके और आपके परिवार के लिए अच्छा है। अपने कार्यालय, दुकान और व्यवसाय को सुरक्षित करें। जैसा कि टीवी पर देखा गया है कीमत रु.2375/हमारी आज की कीमत: रु.995 केवल। कॉल करें:9871991385",spam
डिज़ाइनर ब्राइडल वियर का नया स्टॉक आ गया है - साड़ी लहंगा चोली सूट डिज़ाइनर ड्रेस ड्रेस मटेरियल और लेडीज़ वेस्टर्न आउटफिट। साक्षी अमीन मार्ग राजकोट में,spam
अभी खरीदारी शुरू करें: lskt.me/q8,spam
आपको एवं आपके परिवार को दिवाली की बहुत बहुत शुभकामनाएँ 🙏🏻,ham
"आपने 10,000 रुपये नकद या 20,000 रुपये का पुरस्कार जीता है! दावा करने के लिए, 09050000327 पर कॉल करें",spam
इंडी टीचर: काल कितने परेशान के होते हैं? सरदार: स्थानीय समय के 7 प्रकार स्थान समय इस्ड कार्ल छूटा समय प्राप्त समय डीएलएड समय और ससुराल का समय!,ham
"जिंदगी में सभी अच्छे रिश्तों को निभाना महत्वपूर्ण नहीं है...बल्कि इससे भी ज्यादा महत्वपूर्ण यह है कि आप जिन रिश्तों को निभाते हैं, उनके साथ आप कितना अच्छा व्यवहार करते हैं।",ham
"यह खबर सुनकर खुशी हुई, बधाई हो!",ham
मैं दिल्ली वापस आ गया,ham
"सूचना सुरक्षा में 1 वर्ष के एक्जीक्यूटिव मास्टर प्रोग्राम के साथ अपने करियर को मंदी से बचाएं और 1,88,000* नौकरियों के लिए योग्य बनें। एसएमएस करें या एमएस @9717470558 पर कॉल करें",spam
पता नहीं बही बस ये दो ही बनाया है।,ham
हर बीमारी का इलाज सिर्फ एक औषधि से - अभी ऑर्डर करें। https://medicone9forall.me3.in/,spam
"इमिटिनेफ़ मर्सिलेट' एक दवा है जो रक्त कैंसर को ठीक करती है। यह चेन्नई, बेंगलुरु, तिरुवनंतपुरम, कोवई राम कृष्ण अस्पताल में अड्यार कैंसर संस्थान में निःशुल्क उपलब्ध है। जागरूकता पैदा करें. इससे किसी को मदद मिल सकती है. जितना हो सके उतने लोगों को अग्रेषित करें। यदि 4वर्ड नहीं तो कम से कम 2 ऐसे व्यक्ति जो कई लोगों को फॉरवर्ड कर सकते हैं।",ham
यदि आप इन अक्षरों को व्यवस्थित करते हैं तो आपको निम्नलिखित प्राप्त होंगे:- * छात्रावास = गंदा कमरा * खगोलशास्त्री = चंद्रमा को देखने वाला * आंखें = वे देखते हैं * एक दशमलव बिंदु = मैं अपनी जगह पर एक बिंदु हूं * ग्यारह और दो = बारह और एक * प्रिंसेस डायना = अंत एक कार स्पिन है... और कुछ लोग कहते हैं कि नाम में क्या है? ज़ोर-ज़ोर से हंसना,ham
मैंने उसे फोन करना शुरू कर दिया. लेकिन वह परवाह नहीं कर रहा है,ham
यदि हमेशा के लिए यह क्या लेता है,ham
मैं यह कैसे मान लूं कि योग समय परिभाषित है? दिन? यदि आप जानते थे कि आप अपने कॉल को लेकर व्यस्त रहेंगे तो क्या आपने यह कहने की जहमत उठाई कि आप सम टाइम में बात करेंगे?,ham
"प्रिय निवासी, यह आपको सूचित करने के लिए है कि आपके क्षेत्र में अगले तीन दिनों के लिए बिजली की मरम्मत का कार्य किया जाएगा। कृपया अपने घर की बिजली व्यवस्थाओं का ध्यान रखें।",ham
"फेल होने का तो डर लगता ही है, पर यार, थोड़ा चिल करना होगा... मेंटल हेल्थ भी इम्पोर्टेंट है... तो कैसे हैंडल कर रहे हो तुम अपना स्ट्रेस?",ham
मेरा काम संभालने के लिए धन्यवाद।,ham
अपने करियर को आगे बढ़ाएँ: आज ही हमारे ऑनलाइन एमबीए प्रोग्राम में दाखिला लें! https://bit.ly/3TNtvrs,spam
www.Applausestore.com से MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop।,spam
"इंडिगो: प्रिय यात्री, आपका इंडिगो PNR EQLM3L है - 6E 2516, 30 अक्टूबर, IXS-CCU 1350-1510 घंटे। कृपया वेब चेक-इन करें: https://gs.im/IndiGo/n/jClM8VLgPJ6। पावर बैंक, लिथियम बैटरियां, पोर्टेबल मोबाइल चार्जर और लैपटॉप केवल हैंड बैगेज में ले जाने की अनुमति है। यदि एक्स-रे में पकड़े जाते हैं, तो आपका चेक-इन बैगेज फ्लाइट पर लोड नहीं किया जाएगा और इसकी आगे जांच की जा सकती है। प्रतिबंधित वस्तुओं की विस्तृत सूची के लिए कृपया यहां क्लिक करें: https://gs.im/IndiGo/n/jClKiSjvVVr।",ham
"कृपया जब समय हो, तो विवरण की पुष्टि करें।",ham
तुम्हारे साथ कॉफी पीने का मन कर रहा है।,ham
"आपके क्रेडिट कार्ड पर अप्रूवल मिल गया है। क्रेडिट सीमा ₹1,00,000 तक बढ़ाने के लिए अभी संपर्क करें: http://credit-card-upgrade.com",spam
"प्रिय ग्राहक, लेंसकार्ट पर सबसे अधिक बिकने वाले आईवियर पर 60% तक की छूट प्राप्त करें और अपने स्टाइल को और भी बेहतर बनाएं!",spam
अब हंगामा पैक आरसी 6 के साथ 15 दिनों की वैधता के साथ 40पैसा/मिनट की दर से एसटीडी और 60पैसा/मिनट की दर से लोकल कॉल का आनंद लें!,spam
विचित्र! आप क्या समझते है यह क्या है? (चित्र देखें) 1) टीवी 2) मोबाइल फ़ोन 3) कंप्यूटर ^1/2/3 इस विचित्र गैजेट के बारे में अधिक जानने के लिए 24 घंटे के भीतर उत्तर दें।,spam
आपने एक मुफ्त यात्रा जीती है! अधिक जानकारी के लिए हमसे संपर्क करें।,spam
"फ्री फ्री फ्री !आपको और आपके परिवार को एक बड़ा गिफ्ट! आज ही इस विशेष ऑफर का लाभ उठाएं और अपनी पहली खरीदारी पर 50% तक की छूट प्राप्त करें। हमारी वेबसाइट bit.ly/jjs34hdh/ पर जाएं, जो सभी नए ग्राहकों के लिए एक शानदार प्रोत्साहन है। जल्दी करें, ऑफर केवल 1000 ग्राहकों तक सीमित है!",spam
कृपया हमारे ग्राहक सेवा प्रतिनिधि को फ्रीफोन 8520 145 4742 पर सुबह 6 बजे से रात 11 बजे के बीच कॉल करें क्योंकि आपने गारंटीशुदा 1000 रुपये नकद या 10000 रुपये का पुरस्कार जीता है!,spam
कृपया मुझे पता का रिमाइंडर दे सकते हैं?,ham
"शीतकालीन बालों के रुझान दोस्तों, पतझड़/सर्दियों 2011-2012 के हेयर स्टाइल रुझानों के साथ एक नया रूप प्राप्त करें।  1) फ्रिंज 2) स्लिक बैक 3) क्लासिक पार्ट 4) मैं एक लड़की हूं 1/2/3/4 एयरसेल पर ब्लीक पर आपके सभी उत्तर निःशुल्क हैं।",spam
नेटवर्क ऑपरेटर। सेवा निःशुल्क है। नियम और शर्तों के लिए 80488.biz पर जाएँ,spam
"हार मानना नहीं है, जीतने के नए रास्ते खोजें।",ham
इस प्रोजेक्ट पर आपके साथ काम करने का इंतजार है।,ham
मुझे तुम्हारी किताबें वापस करनी हैं।,ham
"नमस्ते अशुतोष, Croma स्टोर्स पर खरीदारी करें और जीतें Tata कारें, Hero बाइक, Titan घड़ियाँ + 10% तक अनलिमिटेड इंस्टेंट कैशबैक + सुनिश्चित उपहार। नियम और शर्तें: http://m.tneu.in/TNCRMA/MWqZGyB",spam
"
आर्डर ट्रैकिंग: आपके लिए POCO M6 5G के Flipkart ऑर्डर को ट्रैक करने के लिए लिंक Ranjan द्वारा भेजा गया है। यहां ट्रैक करें: http://fkrt.it/FLPKRT/v1o0TWNNNN",ham
सीमित अवधि के लिए हुंडई की ओर से एसबीआई फेस्टिव ऑफर के तहत कारों पर 8% प्रति वर्ष की दर से अब तक की सबसे कम ब्याज दर। एसएमएस <एसबीआई हुंडई मॉडल नाम> 56677 पर भेजें।* नियम एवं शर्तें लागू,spam
तुम होटल रूम में क्या हो?,ham
चित्र में क्या है? अनुमान लगाएं कि संलग्न चित्र में संग्रहालय किस लिए है: 1) फूलों के बर्तन 2) शौचालय 3) हस्तशिल्प ^1/2/3 चर्चा जानने के लिए 24 घंटे के भीतर उत्तर दें।,spam
मैंने सांता क्लॉज़ को पहले ही बता दिया है कि मुझे 4 क्रिसमस क्या चाहिए: एक दोस्त!! तो अगर कोई बड़ा मोटा आदमी सह लेता है और 2 बार आपको लपेटने की कोशिश करता है तो कृपया सहयोग करें... मेरी क्रिसमस,ham
हम बीपीओ में लोगों को नियुक्त करने में विशेषज्ञ हैं और सभी प्रमुख ग्राहक हैं। अच्छे वेतन+इंक के साथ 4 कलेक्शन/सीसीई/टीएसई 4 शीर्ष 10 बीपीओ को काम पर रखना। डेशिफ्ट एवी.तनवी/9953921288,spam
"जल्दी करें! आज ही Google Pay पर 899 रुपये के प्लान के साथ Jio नंबर 9354705380 को रिचार्ज करें और रोमांचक रिवॉर्ड पाएँ। 90 दिनों की वैधता के साथ 2 GB/दिन + 20 GB अतिरिक्त और अनलिमिटेड 5G डेटा, अनलिमिटेड वॉयस का आनंद लें। नियम और शर्तें https://gpay.app.goo.gl/yd1TrN",spam
तुम्हें छुट्टियों में कहां जाना है?,ham
"मैंने आपको 2 दिन सड़क पर देखा... आप बहुत अच्छे लग रहे थे, आपका चेहरा इतना सुंदर, आपकी चाल इतनी उत्तम थी कि मेरा दिल करने लगा कि 2 एक प्यारा गाना गाऊं जिसने कुत्तों को बाहर आने दिया, कौन कौन...",ham
आधुनिक उत्पादों का निर्माण करके बैकएंड और फुल-स्टैक विकास में निपुणता हासिल करें,spam
भारतीय टीम को पशु कार्यकर्ताओं द्वारा दिन में 11 कंगारूओं का शिकार करने के लिए दंडित किया गया.. टीम को अगले बुधवार को 11 आतंकवादियों का शिकार करके जुर्माना भरना होगा...मिशन शुरू होता है। जय हिन्द,ham
"यूआरबीटेक जेवियर्स के फुली लोडेड नोएडा के सबसे ऊंचे टावर की कीमत जल्द ही संशोधित हो रही है, कुछ इकाइयां शेष हैं अधिक जानकारी के लिए 9891205199 पर कॉल करें",spam
अपने सपनों का घर आरजी रेजीडेंसी 1/2/3/4बीएचके में 15 लाख से खरीदें। सेक्टर 120 नोएडा में सर्वश्रेष्ठ स्थान। बेजोड़ भुगतान योजना। 53536 पर होम एसएमएस करें,spam
"मुझे बेहद खेद है, कृपया मैं आप सभी से अनुरोध करता हूं कि मुझे कुल 4 दिनों के लिए अकेला छोड़ दें। मैं जानता हूं कि आप बस मेरी मदद करना चाहते हैं, कृपया कल से कुछ दिन तक ये मत पूछो, क्या हुआ... मैं कुछ दिनों में इसे पूरा करूंगा...",ham
काश मेरे पास 2 से डिस न होते। कृपया रात को दो बार सोने के बाद मुझे फोन न करें। मैं अपनी नींद में समस्याओं का सामना कर रहा हूं और आपका मुझे जगाने से कोई फायदा नहीं हो रहा है। :(,ham
