text_combined,label,message_length
100 1x150p 250 action cash chance custcare does flower quiz tv txt ur win wk www,spam,80
150p 18 guess know landline min somebody wanna,spam,46
address box claim drinks envelope holiday hols med po quiz saturday self send starts stop sunshine uk unsub ur,spam,110
08715705022 1x150p 250 action cash chance custcare music net play tv txt ur win wk www,spam,86
08712300220 350 app award claim code ending match matches number numbers quoting rates receive selected standard todays voda vodafone,spam,133
attempt com content mobile msg network order uk,spam,47
10p 2nd 750 b4 bt claim contact cs easy just min national pound prize rate sms stop time tried won,spam,98
ac cool correct end hello ice new play red reply sms,spam,52
contact dating know landline mobile service trying,spam,50
08000930705 750 anytime camcorder contact delivery fone handset hit mins new nokia offer reply text tried unlimited video,spam,121
08718727870 1st free ringtone send sms stop sub week weekly,spam,59
08002986906 11mths camera colour december entitled free latest mobile update,spam,76
apply break claim conditions number terms uk,spam,44
100 500 87066 awarded cd com1win150ppmx3age16 congratulations draw entry free gift guaranteed ldew music tncs txt ur vouchers weekly wkly www,spam,141
100 80062 ans answer birthday correct dear draw entered gift receipt subscriber txt ur voucher,spam,94
contacted dating entered fancy know landline mobile phone service,spam,65
08000930705 750 anytime delivery free half handset latest line mins months network new phone price rental reply text tomorrow video want,spam,136
08000839402 1000 best bluetooth call2optout camera cs double free great latest mins mobileupd8 motorola new nokia offer orange phones sonyericsson tariffs txt xmas,spam,163
awaiting collect collection currently just message new,spam,54
awaiting collect collection currently just message,spam,50
150p 86688 adult chat exciting meet msg place singles town txt uk yes,spam,69
50 87131 free just new polys ring text tone week wk,spam,51
000 0800 500 credit free help loan purpose refused tenants text welcome,spam,71
08712300220 350 app apply award claim code ending match numbers quoting rates receive reward selected standard todays voda,spam,122
08000930705 750 anytime camcorder contact delivery free half line mins months network new offer phone price rental reply text tried video want,spam,142
10p 2nd 750 bt claim contact easy min national pound prize rate time tried won,spam,78
12 film free just med msg offers reply sony ticket valid village wkend,spam,70
16 apply award close cost cs receive selected specially,spam,55
0800 1000 10am 10p 2000 5000 7pm 9pm cash claim cost customer guaranteed prize representative service won yr,spam,108
bt check com info just line min opt stop text,spam,45
1000 12hrs 150p 150ppm claim code contact draw guaranteed pm prize shows trying urgent valid weekends won,spam,105
150p 18 action auction away end free man message need real service stop subscription thanks txt unsubscribe using want wife,spam,123
150p 25p 2lands 86688 box chat cost entry hi invited ldn lucky msgrcvdhg night pm reply rooms row suite342 txt ur w1j6hl wc1n3xx xchat,spam,134
50 brought choose delivery free money national ready saturday save selection stop summer uk worth www,spam,101
apply claim cs dear holder http offer pc reward ts uk voucher weeks www,spam,71
08718720201 150p 2lands 500 86688 balance cash cc currently hg maximize msg pounds row send suite342 ur w1j6hl,spam,110
04 11 2003 21 26 800 account code expires identifier points private redeemed shows statement,spam,92
500 86688 answer bonus com easy hmv info just play pounds questions real send special vouchers won www,spam,102
black cool crazy dont download info lonely mob new ready tones weekly weeks,spam,75
claim entitled free freemsg msg opt pounds records reply stop text yes,spam,70
100 500 87066 awarded cd congratulations draw entry free gift guaranteed music txt ur vouchers weekly wkly xmas,spam,111
25p area chat com free guys horny just new receive search txt ur,spam,64
08001950382 750 call2optout camera cross free linerental mins month ntwk phones price txt,spam,89
16 club credits enjoy help info king need uk unique video www,spam,61
admirer contact looking make reveal secret special thinks ur,spam,60
3gbp apply best england fone network new operator original poly rates reply ringtones text tone tones uk ur want weekly www,spam,123
100 500 87066 awarded cd cds choice com cs draw enter entry free gift ldew music store ts txt ur vouchers weekly win worth www xmas year,spam,136
08712460324 10p chat cheap cheaper feeling gay guys hot hungry just min national rate sale stop texts,spam,101
09061221066 150ppm 16 28 awarded camera cs days delivery digital fromm landline sipix,spam,85
forwarded immediately message urgent waiting,spam,44
message new,spam,11
800 87121 apply cash collect comp cup entry euro2004 fa final free pobox question rate receive std text tkts txt ve win wkly won,spam,128
000 0800 500 free help loan purpose refused tenants text welcome,spam,64
150p 16 1st 36504 8007 free getzed just mates mob no1 nokia norm150p pobox tell tone txt txting uk ur w45wq week www,spam,116
150p asked contact dating guess know pobox pobox84 revealed service,spam,67
150p babe com great hi missing night saturday sp stop text weekend,spam,66
content download goto internet menu mobile msg order receive service tv ur wap way,spam,82
04 06 11 2003 800 account code expires identifier points private redeemed shows statement,spam,89
attempt best com content days mobile msg network order send service stop uk,spam,75
150p 350 award bonus claim collect customer delivered door mobile msg number ok pls receive selected sim subscriber txt valued word,spam,131
18 250 com comp enter entry forwarded free just send uk weekly win word www,spam,75
150p 18 costs getting hot just like phone pics straight text txt uk wanting wet xx xxx,spam,86
150p brings club free hit msg orange pics polys receiving reply ringtones stop sub subs time tone txt wap week weekly,spam,117
fml free password ringtone simply text waiting,spam,46
10am 10p 7pm cost,spam,17
8007 direct getzed gr8 poly rply title tones uk,spam,47
claim entitled free freemsg msg opt pounds records reply stop text yes,spam,70
08000930705 750 anytime camcorder contact free handset mins mobile offer reply sms text tried unlimited video,spam,109
000 10p 2nd 750 bt claim congratulations contact easy friend good just min minute national pound prize rate thanks time tried won xmas,spam,134
08712460324 10p 60p chat cheap cheaper gay girls hot just min national rate sale send stop texts,spam,96
girls waiting,spam,13
150ppm 2nd 50 attempt b4 contact max urgent won,spam,47
1000 10p 2000 7pm award cash claim cost freefone gift great guaranteed live news operator receive selected speak specially winner,spam,129
fml free password ringtone simply text waiting,spam,46
000 150ppm cash claim prize won,spam,31
black cool crazy dont download info lonely mob new ready tones weekly weeks,spam,75
50p age16 com month msg stop txt www,spam,36
50 arrive charged customer mobile number order ref ringtone services thanks tone,spam,80
16 18 50 apply chance collect extra free life love mobile movie msgs ordered player text texts try video yrs,spam,108
18 area date dates local lots new people registered reply start www,spam,67
500 activate address com completely conditions free locations message messages post receive reply replying terms text visit weeks word www,spam,138
08712300220 app claim code ending match numbers quoting rates receive selected standard todays voda,spam,99
2day amazing better charged enjoy purchase send sent text thanks think ve video xxx,spam,83
message new,spam,11
16 87131 free poly polyphonic ringtone subscription super text tone week,spam,72
2day ac ans end energy high know question reply sms strong ur,spam,61
0800 christmas late midnight order ordered place ringtone tomorrow,spam,66
1st king play sept super walk wanna winner,spam,42
08001950382 750 call2optout camera cross free linerental mins month ntwk phones price txt,spam,89
100 500 87066 awarded cd com1win150ppmx3age16 congratulations draw entry free gift ldew music tncs txt ur vouchers weekly www xmas,spam,130
02 awaiting com day fantastic http important information log lucky orange surprise today urawinner urgent user www,spam,114
100 87239 cup end reply send service stop weekly win world,spam,58
0800 1000 10am 2000 5000 9pm cash claim customer guaranteed prize representative service won yr,spam,95
16 1st 36504 8007 free getzed just mates mob mobile no1 nokia norm150p pobox tell tone txt txting uk ur w45wq week www,spam,118
club good join ladies msg reply stop uk,spam,39
3mins awarded book calling cds com congratulations cs eve gift guaranteed like little net ones records santa time ts ur www xmas yrs,spam,132
150p 18 50p cost currently greet meet std text tour win xxx,spam,59
150p 16 1st 8007 free gr8 hit nokia poly polys tones txt wk,spam,59
end freemsg haven hear live local luv msg netcollex replied reply sexy stop text,spam,80
150p age company enjoy getting just opt sms touch txt waiting,spam,61
admirer contact looking make reveal secret special thinks ur,spam,60
09061221066 28 awarded camera days delivery digital fromm landline sipix,spam,72
350 award ending matches number numbers receive selected todays vodafone,spam,72
babes http link phone sent services sexy straight uk use,spam,56
1000 10am 10p 2000 7pm cash claim cost customer guaranteed prize representative service won yr,spam,94
03 05 2004 26 786 account claim code expires identifier points shows unredeemed,spam,79
08002986906 11mths camera colour december entitled free latest mobile update,spam,76
0800 1000 10am 2000 5000 9pm cash claim customer guaranteed prize representative service won yr,spam,95
200 88039 age16 awarded break city play shopping skilgme spree starting store summer text txt ur week win wk,spam,108
21 434 62468 ac friend frnd inviting pls reply send sms stop www yes,spam,68
250 50 age16 choice com cs draw enter gift store txt voucher week weekly www yr,spam,79
1000 10am 10p 2000 7pm cash claim cost customer guaranteed prize representative service won yr,spam,94
mins pass simple,spam,16
claim congratulations cost cs gift guaranteed net row tickets ts vip www,spam,72
800 cash collect cup euro2004 final pobox tkts ve won,spam,53
50 arrive charged colour customer mobile number order red reference ringtone services text thanks tone,spam,102
28 free info ladies paris,spam,25
babes http phone services sexy straight uk,spam,42
arcade buy chance charge game games o2 press purchase settings space std terms uk wap win,spam,89
00 300 bank buy issues pick strong,spam,34
18 area date dates local lots new people registered reply start www,spam,67
comes did hear new stuff,spam,24
buy comes great just mobile new replying,spam,40
000 10 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline po sae urgent,spam,100
08718720201 150p 500 83600 86688 balance box cash cc collect currently maximize msg po pounds send ur w1,spam,104
brand info just loads mob mobile new phone plus text,spam,52
500 80488 activate com conditions december free message messages replying terms text valid visit word www,spam,105
charged confirm mobile month reply replying ringtone subscription thanks uk yes,spam,79
08000930705 100 200 300 3510i camcorder colour delivered free minutes mobile new nokia phone reply text texts tomorrow want,spam,123
150p babe chat com hi home im jordan lonely stop text wanna,spam,59
000 10 150 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline po ppm sae tenerife urgent,spam,117
08715705022 1x150p 250 action cash chance custcare music net play tv txt ur win wk www,spam,86
000 02 03 2nd 900 attempt awaiting awarded bonus caller claim collection contact mobile prize urgent yesterday,spam,110
150pm 3g 5we bx420 congrats dload games ip4 java mates mobile music noline play rentl ur videochat videophones wid,spam,114
click comes fone free hot just link new open selection sent themob ur yo,spam,72
00 150 16 85023 chance claim cs discount final m263uz member mobile offers pobox84 savamob shop sub subs text today ur vouchers worth yes,spam,137
com dear free games great info questions ringtones uk www,spam,57
150ppm 16 awarded camera cs delivery digital landline sipix,spam,59
150p 2nite 50 direct dogging ec2a join laid largest locations moan mob mobile msg network nyt park real sent tonight txt txting uk ur wanna want,spam,144
100 1x150p 250 action cash chance custcare does flower quiz tv txt ur win wk www,spam,80
25 440 62468 ac friend frnd inviting reply send sms stop www yes,spam,64
000 10 150 18 434 await box cash collection complimentary cs holiday ibiza landline po ppm sae urgent,spam,101
000 10 150ppm 18 await box cash collection complimentary cs holiday landline sae tenerife urgent,spam,96
2004 2optout 500 biz collect mobiles new nokia tc today txt www,spam,63
2day ac ans bid dvd end energy high know question reply sms strong ur visit,spam,75
did heard just like luv make net night time xx,spam,46
150p 2nite dogging ec2a entry join just msg nyt service sex sign txt uk,spam,71
0870 08707509020 1327 20p 5wb box cr9 croydon fantasies hot just live min national ntt po rate,spam,94
100 500 87066 age16 awarded cd com draw entry free gift ldew music starting txt ur vouchers week weekly win word www xmas,spam,121
25p area chat com fancy finally flirt free guys horny join just new optout receive reply search sexy singles stop summer txt ur yr,spam,130
awaiting com day fantastic http important information log lucky o2 orange surprise today urawinner urgent user www,spam,114
00 150 16 85023 chance claim cs discount final m263uz member mobile offers pobox84 remove savamob stop sub subs text today txt ur vouchers worth yes,spam,148
04 10 2003 800 account code expires identifier points private redeemed shows statement,spam,86
balance big complete good luck question text ur,spam,47
400 50 83355 guaranteed ipod latest mobile mp3 mtmsgrcvd18 nokia player reply win,spam,81
contact dating know landline mobile service trying,spam,50
collect content goto http paid tv,spam,33
0808 1000 11pm 145 4742 5000 9am cash customer freephone guaranteed prize representative service won,spam,100
message new,spam,11
150pm 3g 5we bx420 cinema congrats dload dont free games ip4 java mates miss mobile music noline pass play rentl special ur videochat videophones wid year,spam,154
claim end entitled free freemsg haven hear live local luv msg netcollex opt pounds records replied reply sexy stop text yes,spam,123
1000s 16 50 area box chat free laugh london mobile msg partner people po rcvd real send single try txting waiting wanna word,spam,124
12 help lost,spam,12
100 87239 cup end reply send service stop weekly win world,spam,58
100 87066 age16 com draw gift ldew music starting txt vouchers week win word www,spam,80
admirer contact looking make reveal secret special thinks ur,spam,60
08712300220 350 app award claim code ending match numbers quoting rates receive selected standard todays voda,spam,109
150 16 5000 await box cash collection complimentary cs cw25wx holiday landline po ppm sae tenerife urgent,spam,105
18 daily days euro2004 informed kept latest news results send stop unsubscribe,spam,78
000 100 cash claim free membership net pobox prize txt urgent week won word www,spam,79
collect content download goto http internet menu mobile msg order paid receive service tv ur wap way,spam,100
admirer contact looking make reveal secret special thinks ur,spam,60
000 0800 500 free help loan purpose refused tenants text welcome,spam,64
50 84199 box39822 colour eng england flag game mobile official optout poly ringtone stop text tone txt w111wx yer,spam,113
00 150 16 50 85023 chance claim cs details discount final just m263uz member mobile offers pobox pobox84 savamob subs text today ur vouchers week weeks worth yes,spam,161
16 club credits enjoy help info king need uk video www,spam,54
100 500 87066 awarded cd com1win150ppmx3age16 congratulations draw entry free gift guaranteed ldew music tncs txt ur vouchers weekly wkly www,spam,141
awaiting com day fantastic http important information log lucky o2 orange surprise today ur urawinner urgent user www,spam,117
blue day died film green movie red released send start,spam,54
0800 announcement customer freephone important service,spam,54
24 60p biggest chat cheap choose connect dirty girl going hard just knows listen listening live min office right service total uk,spam,129
03 05 2004 26 786 account bonus claim code expires identifier points private shows statement unredeemed,spam,103
ac cool correct end hello ice new play red reply sms,spam,52
10p 2nd 400 750 bt claim contact easy just minute national pound prize rate time tried won,spam,90
50 arrive charged customer mobile number order ref reference ringtone services thanks tone,spam,90
150pm 3g 5we bx420 congrats dload games ip4 java mates mobile music noline play rentl ur videochat videophones wid,spam,114
000 150ppm cash claim prize won,spam,31
150p cancel cum free fun im msg msgs porn ready recd sexy stop text warm wet,spam,76
08718720201 150p 2lands 500 86688 balance box cash cc currently hg maximize msg po pounds row send suite342 ur w1 w1j6hl,spam,120
500 86688 answer bonus com easy hmv info just play pounds questions real send special vouchers won www,spam,102
21 alert forwarded hi matches messages min sms,spam,46
86021 auction bid brand care current customer free join new nokia send sms today txt,spam,84
800 claim contact draw guaranteed land line prize shows todays trying urgent won,spam,80
000 10 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline offer po sae tenerife urgent,spam,115
04 10 11 2003 26 800 account code expires fone identifier points private redeemed shows statement,spam,97
best content days mobile send service stop uk,spam,45
25p energy got lucozade oz rally takes text uk wrc,spam,50
12hrs 150ppm 2000 3030 awarded claim guaranteed land line mobile number prize urgent valid win,spam,94
10 1000 18 50 87121 awarded claim complimentary dis trip txt ur urgent,spam,70
100 500 87066 awarded cd com1win150ppmx3age16 congratulations draw entry free gift guaranteed ldew music tncs txt ur vouchers weekly wkly www xmas,spam,146
150p 40gb 500 83355 collect guaranteed ipod latest mp3 mtmsgrcvd18 nokia phone player prize txt word,spam,100
08000839402 1000 bluetooth call2optout double dvd free latest mins mobileupd8 motorola nokia offer orange sonyericsson tariffs txt txts xmas,spam,140
ac cool hello sms,spam,17
forwarded immediately message urgent waiting,spam,44
1000 12hrs 150ppm 900 claim code contact draw guaranteed prize shows trying urgent valid weekends won,spam,101
09050090044 50 5000 await collection cost costa del holiday max10mins pm pobox334 sae sk38xh sol stockport tc toclaim urgent ve won,spam,131
08001950382 2optout 500 750 call2optout camera cross free linerental mins mobileupd8 month motorola net nokia ntwk phones price txt upto,spam,136
60p biggest chat cheap choose connect girl hard just live min service uk,spam,72
club good join ladies msg reply stop uk,spam,39
50p cost currently greet meet std text tour win,spam,47
area chat fancy finally flirt free join just optout reply sexy singles stop summer txt yr,spam,89
12hrs 2000 800 claim contact draw guaranteed land line prize shows todays trying urgent valid won xmas,spam,102
10 4t 81151 customer hi loyalty mobile new offer start txt txtauction word,spam,74
awarded bonus customer following mob pleased prize review valued,spam,64
08712405020 18 250 care com comp cust enter entry free just send weekly word www,spam,80
1000s brings choose download free hit like orange pics receiving reply ringtones send sir stop time txt wap week yr,spam,115
brand info just loads mob mobile new phone plus text,spam,52
000 100 150p 16 1st 20 4info 87575 apply cash cost day free friends hl info just mob polyphonic pounds reply send tell tone txt txtin ur week win,spam,145
150p 40gb 500 83355 collect guaranteed ipod latest mp3 mtmsgrcvd18 nokia phone player prize tc txt word,spam,103
arrange customer delivery new service waiting years,spam,51
000 100 150ppm cash claim free membership net pobox prize txt urgent week won word www,spam,86
0800 announcement customer freephone important service,spam,54
08712300220 350 app award claim code ending match numbers quoting rates receive selected standard todays voda,spam,109
career dream followed free meet partner sign soon start txt ur,spam,62
00 150 16 85023 chance claim cs discount final m263uz member mobile offers pobox84 remove savamob stop sub subs text today txt ur vouchers worth yes,spam,148
asked contact dating guess know landline mobile po revealed service trying,spam,74
000 02 03 150ppm 2000 2nd attempt awarded bonus caller contact final landline mobile prize try urgent,spam,101
08718720201 150p 500 86688 balance box cash cc currently maximize msg netcollex po pounds send ur w1,spam,100
http link sent uk use,spam,21
apply bloomberg center com future http message wait,spam,51
1000s choose download like ringtones send sir txt yr,spam,52
50 82277 ansr country dvd know player quiz sony sp sunshine super text txt tyrone win wkly,spam,90
25 claim entitled feeling free freemsg hey home love men msg opt pix pounds records reply send stop text txts yes,spam,113
08712460324 10p calling chat don fun gay happy min miss photo rate service stop texts weekend,spam,93
area chat fancy finally flirt free join just optout reply sexy singles stop summer txt yr,spam,89
000 0800 500 free help loan purpose refused tenants text welcome,spam,64
latest news police station,spam,26
08001950382 100 12 500 750 call2optout camera cross free half line linerental mins mobileupd8 month mths ntwk phones price rental txt txts video,spam,144
12 24 900 claim code collect customer hours network prize receive reward selected valid valued winner,spam,101
18 apply chance comp details entry free ipod pod rate std txt weekly win,spam,72
com credits http id pin ringtone true www,spam,41
apply camera card claim customer ends free loyalty mobile offer opt orange pay phone sim,spam,88
150ppm 5000 award cash collect cw25wx dear final holiday landline notice sae tcs tenerife,spam,89
000 02 03 06 150ppm 2nd asap attempt awarded bonus caller contact mobile prize reach urgent won,spam,95
1000 2000 5000 cash claim customer guaranteed prize representative service win won worth yr,spam,91
announcement customer delivery make recently ref schedule service tried unable,spam,78
150p 3g 5we bx420 congrats dload games ip4 java mates mobile music noline play rentl ur videochat videophones wid,spam,113
150p address box claim drinks envelope holiday hols med netcollex po quiz saturday self send starts stop sunshine uk unsub ur,spam,125
25p 8007 charity children mob moon need poly polys profit song tell tone txt ur zed,spam,83
08712460324 10p 20p 30 chat cheap cheaper costs gay hot min national rate ring sale sex stop texts want,spam,103
bluetooth chance fml free password reply ringtone simply text waiting win,spam,73
book boys claim club congratulations cost cs gift guaranteed info net row tickets tour ts txt uk vip win wow www,spam,112
04 0800 announcement attempt contact customer expires final freephone important message messages service waiting,spam,112
200 88039 age16 awarded break city claim just shopping skilgme spree store summer txt ur win wk won,spam,99
08718720201 150p 2lands 500 86688 balance box cash cc currently hg maximize msg po pounds row send suite342 ur w1 w1j6hl,spam,120
08000839402 08001950382 2optout 500 double free linerental mins mobileupd8 motorola net nokia orange price sonyericsson txts upto,spam,129
50 credit details free great house o2 offers pls pounds reply text valid,spam,72
daily date days euro2004 kept kick latest news police results send station stop txt,spam,83
08718727870 16 1st 20 50 free gr8 just msg opt phone reply ringtone send sms stop sub tone tones ur week weekly wk,spam,114
1000s choose credit enjoy gr8 kick service tones weekly wk,spam,58
08000930705 camcorder contact delivery fone free hit mobile msg new nokia offer reply sms tomorrow tried,spam,104
25 440 62468 ac friend frnd inviting reply send sms stop www yes,spam,64
150p 18 guess know landline min somebody wanna,spam,46
100 80062 ans correct draw enter entered gift no1 receipt registered replying stop subscriber text unsubscribe ur voucher whats,spam,127
click com credit flirt games http link message text themob txt use wap win,spam,74
1000 12hrs 150ppm claim code contact draw guaranteed prize shows trying valid weekends won,spam,90
150p 2nite 50 bt direct dogging ec2a join laid largest locations mob mobile msg network nt nyt park real sent tonight txt txting uk ur wanna want,spam,145
400 50 83355 guaranteed ipod latest mobile mp3 mtmsgrcvd18 nokia player reply win,spam,81
150p babe com great hi missing night saturday sp stop text weekend,spam,66
08718720201 1000 1000s 150p 50 83600 area chat custcare day free msg partner people quiz rcvd real send single special trip valentines waiting win,spam,146
04 11 18 2003 800 account code expires identifier points private redeemed shows statement,spam,89
10 apply available calls camera claim customer ends free latest loyalty mobile mths offer opt orange phone phones save text texts update video weekend yes,spam,154
80062 apply claim cs dear holder http offer pc stop texts ts txt uk voucher weeks www,spam,85
08712460324 60p fantasies girls just like min rate send stop tell texts,spam,71
1000 18 cash claim flights holiday live min operator receive selected speak specially winner,spam,92
09050090044 50 5000 await collection cost costa del holiday max10mins pm pobox334 sae sk38xh sol stockport tcs toclaim,spam,118
bad com credit purpose tenants welcome,spam,38
08001950382 100 12 500 750 call2optout camera cross free half line linerental mins mobileupd8 month mths ntwk phones price rental txt txts video,spam,144
12hrs 150ppm 2000 3030 awarded claim guaranteed land line mobile number prize urgent valid win,spam,94
000 10 1000 150ppm 18 await box cash collection complimentary cs dear holiday landline sae sk38xh tenerife urgent,spam,113
25 feeling freemsg hey home love men msg pix reply send stop txts,spam,65
08000839402 best bluetooth call2optout camera cs double free great latest linerental mins mobiles mobileupd8 new offer offers orange phones price tariffs txt,spam,157
150p 40gb 500 83355 collect guaranteed ipod latest mp3 mtmsgrcvd18 nokia phone player prize txt word,spam,100
0870 08707509020 1327 20p 5wb box chance cr9 croydon fantasies fantasy hot just live min national ntt po rate,spam,109
1000 12hrs 150ppm claim code congratulations contact draw guaranteed prize shows trying valid ve weekends winner won,spam,116
500 activate address com completely conditions free locations message messages post receive reply replying terms text visit weeks word www,spam,138
5000 calls claim hot line mobile money number ring won wot,spam,58
1000 12hrs 150p 150ppm claim code contact draw guaranteed pm prize shows trying urgent valid weekends won,spam,105
08702840625 3qxj9 5we 9ae charge comuk credits extra goto help inclusive ip4 login net pls po services sms stop text unsubscribe www,spam,132
12hrs 150ppm 2000 3030 awarded claim guaranteed land line mobile number prize urgent valid,spam,90
08702840625 3qxj9 9ae charge comuk credits extra goto help login net pls stop text unsubscribe www,spam,98
10p 2nd 750 bt claim contact easy min national pound prize rate time tried won,spam,78
09061221066 28 awarded camera days delivery digital fromm landline sipix,spam,72
2day area calls chat club dont free fun gr8 hi leave lookin married met msg new reply sort time ur week wiv woman,spam,113
2nd 50 900 attempt awaiting b4 claim collection contact max prize urgent won yesterday,spam,86
5000 calls claim hot line mobile money number ring won wot,spam,58
08000930705 750 anytime camcorder contact del free handset mins mobile offer reply sms text thurs tried unlimited video,spam,119
000 10 150ppm 18 434 await box cash collection complimentary cs holiday ibiza landline lose needs po sae urgent,spam,111
04 11 18 2003 800 account code expires identifier points private redeemed shows statement,spam,89
arrange customer delivery new service waiting years,spam,51
awaiting com day fantastic http important information log lucky message o2 orange surprise today ur urawinner user www,spam,118
com dear enjoy following holder link meal password pc phone use voucher wap www,spam,79
08000930705 100 200 300 3510i camcorder colour delivered free minutes mobile new nokia phone reply text texts tomorrow want,spam,123
08702840625 3qxj9 5we 9ae charge comuk credits extra goto help inclusive ip4 login net pls po services sms stop text unsubscribe www,spam,132
admirer contact looking make reveal secret special thinks ur,spam,60
08702840625 3qxj9 9ae charge comuk credits extra goto help inclusive login net pls services sms stop text unsubscribe www,spam,121
150p 400 40gb 50 500 83355 collect guaranteed ipod latest mobile mp3 mtmsgrcvd18 nokia phone player prize reply txt win word,spam,124
150p 16 20 87077 dont england eve heart joined logo love lover miss national news pobox36504w45wq send team try txt ur yahoo,spam,124
09061221066 150ppm 16 28 awarded camera cs days delivery digital fromm landline sipix,spam,85
apply claim congratulations cost cs dear gift guaranteed holder http net offer pc reward row tickets ts uk vip voucher weeks www,spam,128
08712405020 08715705022 150p 1st 250 cash chance charged com comp custcare entry free great http latest msg nokia question stop txt unsubscribe win wk wkly www,spam,159
150p 18 guess know landline min somebody wanna,spam,46
400 50 83355 guaranteed ipod latest mobile mp3 mtmsgrcvd18 nokia player reply win,spam,81
150p 16 1st 4info free friends hl just mob nokia reply tell tone txt txtin ur week,spam,82
3gbp apply best england network operator original poly rates reply ringtones tone tones uk www,spam,94
admirer contact looking make reveal secret special thinks ur,spam,60
03 05 06 2004 26 786 account bonus claim code expires identifier points private shows statement unredeemed,spam,106
11 camera colour entitled free latest mobile mobiles months update,spam,66
18 20 bedroom hi live love old sex text work years,spam,50
08718727870 1st free real reply ringtone send sms stop sub week weekly,spam,70
12hrs 150ppm 2000 3030 awarded claim guaranteed land line mobile number prize urgent valid,spam,90
150p 150pm 3g 5we bx420 congrats dload games ip4 java mates mobile music noline play rentl ur videochat videophones wid,spam,119
09050090044 50 5000 await collection cost costa del holiday max10mins pm pobox334 sae sk38xh sol stockport tc toclaim urgent ve won,spam,131
150p contacted dating entered fancy landline phone service,spam,58
150p age company enjoy getting good join just life living mobile opt partner perfect sms thought touch txt waiting,spam,114
1000 18 ave cash claim flights holiday live min operator receive selected speak specially winner,spam,96
0800 announcement customer freephone important service,spam,54
08718727870 1st free ringtone send sms stop sub week weekly,spam,59
50 com cost fancy interested msg tncs txt txts website,spam,54
150pm 3g 5we bx420 congrats dload games ip4 java mates mobile music noline play rentl ur videochat videophones wid,spam,114
150p 40gb 500 83355 collect guaranteed ipod latest mp3 mtmsgrcvd18 nokia phone player prize txt word,spam,100
06 87239 customer draw feb good id luck place send services stop takes unique user,spam,82
10p 2nd 750 bt claim contact easy min minute national pound prize rate time tried won,spam,85
50 free ready saturday selection stop summer uk worth,spam,53
08000839402 1000 bluetooth call2optout double free latest linerental mins mobileupd8 motorola nokia orange price sonyericsson tariffs txts,spam,138
1000s choose credit enjoy freemsg gr8 kick real reply service tones weekly wk xmas,spam,82
16 claim freemsg hours phone reward stop talk time tv txt use www,spam,65
12hrs 800 claim contact draw guaranteed land line prize shows todays trying urgent valid won,spam,92
000 100 cash claim free membership net pobox prize txt urgent week won word www,spam,79
500 80488 account activate biz credit credited cs free just messages network operator service text txt visit word www,spam,117
100 87239 does end play reply send service sport stop weekly win,spam,64
phone services,spam,14
12hrs 150ppm 2000 3030 awarded claim guaranteed land line mobile number prize urgent valid,spam,90
24 50p 85 access day direct fixed free hrs line minute mobile msg number porn stop txt unlimited,spam,96
girls great hi night send service stop text waiting,spam,51
admirer contact looking make reveal secret special thinks ur,spam,60
code customer discount messages reply services stop uk www,spam,58
8007 card collection eerie free logo message mob nokia pic plus spook tone txt ur zed,spam,85
150p 2nite dogging ec2a entry join just msg nyt service sex sign txt uk,spam,71
000 0800 500 credit free help loan purpose refused tenants text welcome,spam,71
150p 16 1st 25p 36504 8007 charity children free getzed just mates mob moon need no1 nokia pobox poly polys profit song tell tone txt txting uk ur week www zed,spam,159
08000839402 1000 bluetooth call2optout double dvd free latest mins mobileupd8 motorola nokia offer orange sonyericsson txt xmas,spam,127
10 50 50p age16 charged choose com month msg polys stop subscription txt uk ur www,spam,82
150p 16 1st 4info free friends hl just mob nokia reply tell tone txt txtin ur week,spam,82
200 88039 age16 awarded break city play shopping skilgme spree starting store summer text txt ur week win wk,spam,108
150ppm 5000 award cash collect cw25wx dear final holiday landline notice sae tcs tenerife,spam,89
500 750 activate com conditions free message messages pg replying terms text tone visit word www,spam,96
0800 credit free help loan refused text,spam,39
800 cash collect cup euro2004 final pobox tkts ve won,spam,53
18 apply chance comp details entry free ipod pod rate std txt weekly win,spam,72
cam company date freemsg got hope jst kinda like moby pic reply stop txt wanna,spam,78
000 02 03 2nd attempt awarded bonus caller contact mobile prize urgent,spam,70
100 87239 ac correct does end ice new play red reply send service sms sport stop weekly win,spam,91
800 claim contact draw guaranteed land line po prize shows todays trying urgent won,spam,83
content download goto internet menu mobile msg order receive service tv ur wap way,spam,82
08000839402 1000 bluetooth call2optout double free latest mins mobileupd8 motorola nokia offer orange sonyericsson tariffs txt txts xmas,spam,136
16 1st 87131 free help poly ringtone stop text tone tones true txt,spam,66
04 10 2003 24 800 account code expires identifier points private redeemed shows statement,spam,89
best collect content days goto http mobile paid send service stop tv uk,spam,71
bluetooth chance free reply simply win,spam,38
black cool crazy dont download help info lonely min mob new offer package pls ready reply request sorry term themob tones unsubscribe weekly weeks,spam,146
150 collect computer customer easy just picked prize valued vodafone win won,spam,76
100 50p 87066 age16 com draw gift month msg music starting stop txt vouchers week win word www,spam,94
25 claim entitled feeling free freemsg hey home love men msg opt pix pounds records reply send stop text txts yes,spam,113
